header,expid,year,season,host,route1,route2,route3,route4,nation,leaders,success1,success2,success3,success4,totmembers,abcmembers,smtmembers,mdeaths,mabcdeaths,tothired,smthired,hdeaths,habcdeaths
,DHA101304,2001,3,1,NE Ridge,E Face (to 6500m),,,Japan,Ryushi Hoshino,TRUE,FALSE,FALSE,FALSE,4,4,1,3,3,0,0,0,0
,DHA101305,2001,3,1,NE Ridge,,,,Japan,Kiyoshi Ishii,FALSE,FALSE,FALSE,FALSE,5,5,0,0,0,4,0,0,0
,DHA101306,2001,3,1,NE Ridge,,,,Japan,Ryoji Yamada,TRUE,FALSE,FALSE,FALSE,3,3,1,0,0,1,0,0,0
,DHA102101,2002,1,1,NE Ridge,,,,USA,Robert Link,FALSE,FALSE,FALSE,FALSE,11,11,0,0,0,5,0,0,0
,DHA102301,2002,3,1,NE Ridge,,,,Germany,Peter Guggemos,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0
,DHA102302,2002,3,1,NE Ridge,,,,France,Ludovic Challeat,FALSE,FALSE,FALSE,FALSE,8,7,0,0,0,1,0,0,0
,DHA102303,2002,3,1,N Col-NE Ridge,,,,Spain,Inaki Ochoa,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0
,DHA102304,2002,3,1,NE Ridge,,,,Ukraine,Vladislav Terzyul,TRUE,FALSE,FALSE,FALSE,2,2,2,0,0,0,0,0,0
,DHA102305,2002,3,1,NE Ridge,,,,Spain,Esteban Lopez Sanchez,FALSE,FALSE,FALSE,FALSE,10,9,0,0,0,0,0,0,0
,DHA103101,2003,1,1,NE Ridge,,,,Germany,Olaf Reeder,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,1,0,0,0
,DHA103102,2003,1,1,NE Ridge,,,,Sweden,Joakim Ahlin,TRUE,FALSE,FALSE,FALSE,6,6,1,0,0,3,1,0,0
,DHA103103,2003,1,1,NE Ridge,,,,Chile,Jorge Cartegena Caceres,FALSE,FALSE,FALSE,FALSE,6,4,0,0,0,2,0,0,0
,DHA103104,2003,1,1,NE Ridge,,,,France,Jean-Christophe Lafaille,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,0
,DHA103105,2003,1,1,NE Ridge,,,,Germany,Klaus Pangracz,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,DHA103106,2003,1,1,NE Ridge,,,,Germany,Jochen Haase,TRUE,FALSE,FALSE,FALSE,10,10,3,0,0,2,1,0,0
,DHA103107,2003,1,1,NE Ridge,,,,Germany,Goetz Wiegand,TRUE,FALSE,FALSE,FALSE,7,7,1,0,0,0,0,0,0
,DHA104101,2004,1,1,NE Ridge,,,,Spain,Josep Pujante,TRUE,FALSE,FALSE,FALSE,9,8,2,0,0,2,0,0,0
,DHA104102,2004,1,1,NE Ridge,,,,Spain,Inigo Altube,FALSE,FALSE,FALSE,FALSE,4,4,0,0,0,0,0,0,0
,DHA104103,2004,1,1,NE Ridge,,,,UK,Alan Hinkes,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,1,1,0,0
,DHA104104,2004,1,1,NE Ridge,,,,Slovenia,Andrej Stremfelj,TRUE,FALSE,FALSE,FALSE,7,6,5,1,0,1,0,0,0
,DHA105101,2005,1,1,NE Ridge,,,,Spain,Inaki Ochoa,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0
,DHA105102,2005,1,1,NE Ridge,,,,Austria,Christian Stangl,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0
,DHA105103,2005,1,1,NE Ridge,,,,S Korea,Ahn Jae-Hong,TRUE,FALSE,FALSE,FALSE,8,6,1,0,0,4,3,0,0
,DHA105104,2005,1,1,NE Ridge,,,,Germany,Peter Guggemos,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,1,0,0,0
,DHA105105,2005,1,1,NE Ridge,,,,Ecuador,Ivan Vallejo,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0
,DHA105106,2005,1,1,NE Ridge,,,,Italy,Roberto Alloi,FALSE,FALSE,FALSE,FALSE,8,7,0,0,0,0,0,0,0
,DHA105301,2005,3,1,NE Ridge,,,,Switzerland,Claude Bitz,TRUE,FALSE,FALSE,FALSE,5,5,1,0,0,0,0,0,0
,DHA105302,2005,3,1,NE Ridge,,,,Switzerland,Juerg Anderegg,FALSE,FALSE,FALSE,FALSE,12,12,0,0,0,3,0,0,0
,DHA105303,2005,3,1,NE Ridge,,,,Russia,Sergei Petrov,TRUE,FALSE,FALSE,FALSE,6,5,5,0,0,2,2,0,0
,DHA106101,2006,1,1,NE Ridge,,,,Netherlands,Katja Staartjes,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,2,0,0,0
,DHA106102,2006,1,1,NE Ridge,,,,Spain,Carlos Pauner,FALSE,FALSE,FALSE,FALSE,5,5,0,0,0,0,0,0,0
,DHA106103,2006,1,1,NE Ridge,,,,Italy,Romano Benet,TRUE,FALSE,FALSE,FALSE,4,4,2,0,0,0,0,0,0
,DHA106104,2006,1,1,NE Ridge,,,,Hungary,Laszlo Mecs,TRUE,FALSE,FALSE,FALSE,6,5,1,0,0,3,0,0,0
,DHA106105,2006,1,1,NE Ridge,,,,Kazakhstan,Maxut Zhumayev,TRUE,FALSE,FALSE,FALSE,2,2,2,0,0,0,0,0,0
,DHA106106,2006,1,1,NE Ridge,,,,Spain,Angel Villan Polo,FALSE,FALSE,FALSE,FALSE,7,7,0,0,0,3,0,0,0
,DHA106107,2006,1,1,NE Ridge,,,,Colombia,Camilo Lopez,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0
,DHA106108,2006,1,1,NE Ridge,,,,Iran,Mehdi Etemadfar,FALSE,FALSE,FALSE,FALSE,3,2,0,0,0,0,0,0,0
,DHA106301,2006,3,1,NE Ridge,,,,Poland,Ryszard Pawlowski,FALSE,FALSE,FALSE,FALSE,4,3,0,0,0,0,0,0,0
,DHA106302,2006,3,1,NE Ridge,,,,Czech Republic,Kamil Bortel,FALSE,FALSE,FALSE,FALSE,3,3,0,0,0,0,0,0,0
,DHA106303,2006,3,1,NE Ridge,,,,Switzerland,Michel Wirth,FALSE,FALSE,FALSE,FALSE,6,6,0,0,0,2,0,0,0
,DHA106304,2006,3,1,NE Ridge,,,,Ecuador,Ivan Vallejo,FALSE,FALSE,FALSE,FALSE,2,1,0,0,0,1,0,0,0
,DHA106305,2006,3,1,NE Ridge,,,,Russia,Alexei Gorbatenkov,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,DHA107101,2007,1,1,NE Ridge,,,,Italy,Giampolo Casarotto,TRUE,FALSE,FALSE,FALSE,2,2,2,0,0,0,0,0,0
,DHA107102,2007,1,1,NE Ridge,,,,Spain,Josep Noguera,TRUE,FALSE,FALSE,FALSE,2,2,2,0,0,0,0,0,0
,DHA107103,2007,1,1,NE Ridge,,,,Italy,Mario Merelli,FALSE,FALSE,FALSE,FALSE,7,7,0,1,1,0,0,0,0
,DHA107104,2007,1,1,NE Ridge,,,,Italy,Renzo Benedetti,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,0
,DHA107105,2007,1,1,NE Ridge,,,,Germany,"Gianni Goltz, Richard Brill",TRUE,FALSE,FALSE,FALSE,2,2,2,0,0,0,0,0,0
,DHA107106,2007,1,1,NE Ridge,,,,Kazakhstan,Denis Urubko,TRUE,FALSE,FALSE,FALSE,9,9,5,0,0,0,0,0,0
,DHA107107,2007,1,1,NE Ridge,,,,Austria,Gerlinde Kaltenbrunner,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,DHA107108,2007,1,1,NE Ridge,,,,Spain,Santiago Sagaste,FALSE,FALSE,FALSE,FALSE,6,6,0,2,2,0,0,0,0
,DHA107109,2007,1,1,NE Ridge,,,,Australia,Michael Parker,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0
,DHA107110,2007,1,1,NE Ridge,,,,Mexico,Eva Martinez Sandoval,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,1,0,0,0
,DHA107111,2007,1,1,NE Ridge,,,,Spain,Inaki Ochoa,TRUE,FALSE,FALSE,FALSE,7,7,4,0,0,0,0,0,0
,DHA107301,2007,3,1,NE Ridge,,,,S Korea,Kim Hong-Bin,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,2,0,0,0
,DHA107302,2007,3,1,NE Ridge,,,,Spain,Ruben Jimenez,FALSE,FALSE,FALSE,FALSE,4,4,0,0,0,0,0,0,0
,DHA107303,2007,3,1,NE Ridge,,,,France,Jean-Noel Urban,FALSE,FALSE,FALSE,FALSE,3,3,0,0,0,0,0,0,0
,DHA107304,2007,3,1,NE Ridge,,,,Slovakia,Josef Kopold,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,DHA107305,2007,3,1,NE Ridge,,,,Sweden,Frederic Ericsson,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0
,DHA107306,2007,3,1,NE Ridge,,,,Japan,Mitsuyoshi Nakamura,FALSE,FALSE,FALSE,FALSE,6,6,0,0,0,6,0,0,0
,DHA107307,2007,3,1,NE Ridge,,,,Austria,Andreas Neuschmid,FALSE,FALSE,FALSE,FALSE,6,4,0,0,0,2,0,0,0
,DHA108101,2008,1,1,NE Ridge,,,,Czech Republic,Martin Minarik,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,0
,DHA108102,2008,1,1,NE Ridge,,,,Austria,Gerlinde Kaltenbrunner,TRUE,FALSE,FALSE,FALSE,2,2,2,0,0,0,0,0,0
,DHA108103,2008,1,1,NE Ridge,,,,Spain,Edurne Pasaban,TRUE,FALSE,FALSE,FALSE,8,8,7,0,0,2,1,0,0
,DHA108104,2008,1,1,NE Ridge,,,,Spain,Carlos Pauner,TRUE,FALSE,FALSE,FALSE,3,3,2,0,0,2,0,0,0
,DHA108105,2008,1,1,NE Ridge,,,,Poland,Kinga Baranowska,TRUE,FALSE,FALSE,FALSE,2,2,1,0,0,3,0,0,0
,DHA108106,2008,1,1,NE Ridge,,,,Spain,David Ferrer,TRUE,FALSE,FALSE,FALSE,4,4,1,1,1,1,0,0,0
,DHA108107,2008,1,1,W Face (to 4900m),NE Ridge,,,Russia,Valeri Babanov,FALSE,TRUE,FALSE,FALSE,2,2,2,0,0,0,0,0,0
,DHA108108,2008,1,1,NE Ridge,,,,Czech Republic,Zdenek Hruby,TRUE,FALSE,FALSE,FALSE,2,2,2,0,0,0,0,0,0
,DHA108109,2008,1,1,NE Ridge,,,,Spain,Ricardo Jimenez Zori,TRUE,FALSE,FALSE,FALSE,2,2,1,0,0,1,1,0,0
,DHA108110,2008,1,1,NE Ridge,,,,Italy,Alberto Magliano,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,1,0,0,0
,DHA108111,2008,1,1,NE Ridge,,,,Poland,Anna Czerwinska,FALSE,FALSE,FALSE,FALSE,5,5,0,0,0,0,0,0,0
,DHA108112,2008,1,1,NE Ridge,,,,Kazakhstan,Alexy Raspopov,FALSE,FALSE,FALSE,FALSE,3,3,0,0,0,1,0,0,0
,DHA108113,2008,1,1,NE Ridge,,,,Lithuania,Saulius Vilius,FALSE,FALSE,FALSE,FALSE,10,9,0,0,0,2,0,0,0
,DHA108114,2008,1,1,NE Ridge,,,,Italy,Giuseppe Pompili,FALSE,FALSE,FALSE,FALSE,5,5,0,0,0,0,0,0,0
,DHA108115,2008,1,1,NE Ridge,,,,Japan,Chieko Shimada,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,2,0,0,0
,DHA108116,2008,1,1,NE Ridge,,,,Poland,Ryszard Pawlowski,TRUE,FALSE,FALSE,FALSE,5,4,2,0,0,1,0,0,0
,DHA108117,2008,1,1,NE Ridge,,,,Argentina,Dario Bracali,TRUE,FALSE,FALSE,FALSE,4,4,1,1,1,0,0,0,0
,DHA108118,2008,1,1,NE Ridge,,,,Switzerland,Josette Valloton,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,1,0,0,0
,DHA108301,2008,3,1,NE Ridge,,,,UK,John Crellin,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,1,0,0,0
,DHA108302,2008,3,1,NE Ridge,,,,Australia,Michael Parker,FALSE,FALSE,FALSE,FALSE,5,5,0,0,0,3,0,0,0
,DHA108303,2008,3,1,NE Ridge,,,,Poland,Krysztof Wielicki,FALSE,FALSE,FALSE,FALSE,5,4,0,0,0,1,0,0,0
,DHA109101,2009,1,1,NE Ridge,,,,Slovakia,Piotr Morawski,FALSE,FALSE,FALSE,FALSE,2,2,0,1,1,0,0,0,0
,DHA109102,2009,1,1,NE Ridge,,,,Poland,Anna Czerwinska,FALSE,FALSE,FALSE,FALSE,3,3,0,0,0,0,0,0,0
,DHA109103,2009,1,1,NE Ridge,,,,India,Col. Mahavir Chauhan,TRUE,FALSE,FALSE,FALSE,17,17,6,0,0,9,4,0,0
,DHA109104,2009,1,1,NE Ridge,,,,S Korea,Hong Bo-Seong,TRUE,FALSE,FALSE,FALSE,4,2,2,0,0,0,0,0,0
,DHA109105,2009,1,1,NE Ridge,,,,Japan,Nobukazu Kuriki,TRUE,FALSE,FALSE,FALSE,6,3,1,0,0,5,0,0,0
,DHA109106,2009,1,1,NE Ridge,,,,Germany,Luis Stitzinger,TRUE,FALSE,FALSE,FALSE,9,9,7,0,0,2,0,0,0
,DHA109107,2009,1,1,NE Ridge,,,,Poland,Ryszard Gajewski,FALSE,FALSE,FALSE,FALSE,7,7,0,0,0,1,0,0,0
,DHA109108,2009,1,1,NE Ridge,,,,Czech Republic,David Fojtik,TRUE,FALSE,FALSE,FALSE,2,2,1,0,0,0,0,0,0
,DHA109109,2009,1,1,NE Ridge,,,,Turkey,Tunc Findik,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,1,0,0,0
,DHA109110,2009,1,1,NE Ridge,,,,S Korea,Kim Hong-Bin,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,2,2,0,0
,DHA109111,2009,1,1,NE Ridge,,,,S Korea,Go Woo-Seck,TRUE,FALSE,FALSE,FALSE,7,5,2,0,0,2,2,0,0
,DHA109112,2009,1,1,NE Ridge,,,,Iran,Mehdi Etemadfar,FALSE,FALSE,FALSE,FALSE,1,1,0,1,1,0,0,0,0
,DHA109113,2009,1,1,NE Ridge,,,,S Korea,Oh Eun-Sun,TRUE,FALSE,FALSE,FALSE,3,2,1,0,0,2,2,0,0
,DHA109201,2009,2,1,NE Ridge,,,,S Korea,Kim Jae-Soo,TRUE,FALSE,FALSE,FALSE,2,2,2,0,0,6,1,0,0
,DHA109301,2009,3,1,NE Ridge,,,,Italy,Carlalberto Cimenti,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,DHA109302,2009,3,1,NE Ridge,,,,Chile,Andres Guzman,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,DHA110101,2010,1,1,NE Ridge,,,,Austria,Stephan Keck,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,DHA110102,2010,1,1,NE Ridge,,,,Switzerland,Richard Bolt,FALSE,FALSE,FALSE,FALSE,13,13,0,0,0,5,0,0,0
,DHA110103,2010,1,1,NE Ridge,,,,France,Francois Marsigny,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,1,0,0,0
,DHA110104,2010,1,1,NE Ridge,,,,Iran,Mahmoud Shoaei,TRUE,FALSE,FALSE,FALSE,12,10,5,0,0,4,1,0,0
,DHA110105,2010,1,1,NE Ridge,,,,China,Yang Chun-Feng,TRUE,FALSE,FALSE,FALSE,9,9,8,3,3,9,8,0,0
,DHA110301,2010,3,1,NE Ridge,,,,Japan,Ryushi Hiraoka,FALSE,FALSE,FALSE,FALSE,3,3,0,0,0,3,0,1,1
,DHA110302,2010,3,1,NE Ridge,,,,Japan,Osamu Tanabe,FALSE,FALSE,FALSE,FALSE,4,4,0,3,3,0,0,0,0
,DHA110303,2010,3,1,,,,,France,Gregory Costa,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,1,0,0,0
,DHA111101,2011,1,1,NE Ridge,,,,Finland,Samuli Mansikka,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,0
,DHA111102,2011,1,1,NE Ridge,,,,Chile,Maria Paz Ibarra,FALSE,FALSE,FALSE,FALSE,3,3,0,0,0,1,0,0,0
,DHA111103,2011,1,1,NE Ridge,,,,S Korea,So Yang-Soo,FALSE,FALSE,FALSE,FALSE,4,4,0,0,0,3,0,0,0
,DHA111104,2011,1,1,NE Ridge,,,,USA,Tyler Johnson,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,DHA111105,2011,1,1,NE Ridge,,,,Norway,Einar Osland,TRUE,FALSE,FALSE,FALSE,6,6,3,0,0,6,6,0,0
,DHA111106,2011,1,1,NE Ridge,,,,Italy,Mario Merelli,TRUE,FALSE,FALSE,FALSE,2,2,1,0,0,0,0,0,0
,DHA111301,2011,3,1,E Face,,,,Japan,Katsuhito Fujikawa,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0
,DHA111302,2011,3,1,NE Ridge,,,,Belgium,"Guido Riemenschneider, Beat Zahnd",FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,1,0,0,0
,DHA111303,2011,3,1,NE Ridge,,,,Spain,Carlos Soria,FALSE,FALSE,FALSE,FALSE,6,6,0,0,0,5,0,0,0
,DHA112101,2012,1,1,NE Ridge,,,,Spain,Eduard Rifa,FALSE,FALSE,FALSE,FALSE,3,3,0,0,0,0,0,0,0
,DHA112102,2012,1,1,NE Ridge,,,,Iran,Mahdi Amidi,TRUE,FALSE,FALSE,FALSE,3,2,1,0,0,0,0,0,0
,DHA112103,2012,1,1,NE Ridge,,,,Spain,Oscar Cadiach,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,1,0,0,0
,DHA112104,2012,1,1,NE Ridge,,,,Japan,Hirotaka Takeuchi,TRUE,FALSE,FALSE,FALSE,6,6,1,0,0,0,0,0,0
,DHA112105,2012,1,1,NE Ridge,,,,Czech Republic,Libor Uher,FALSE,FALSE,FALSE,FALSE,4,4,0,0,0,0,0,0,0
,DHA112106,2012,1,1,NE Ridge,,,,USA,Ryan Waters,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,1,0,0,0
,DHA112107,2012,1,1,NE Ridge,,,,Austria,Wilfried Studer,FALSE,FALSE,FALSE,FALSE,6,6,0,0,0,2,0,0,0
,DHA112108,2012,1,1,NE Ridge,,,,Italy,Marco Confortola,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,1,0,0,0
,DHA112109,2012,1,1,NE Ridge,,,,USA,Cleo Weidlich,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,1,1,0,0
,DHA112110,2012,1,1,NE Ridge,,,,Italy,Alberto Magliano,TRUE,FALSE,FALSE,FALSE,7,6,2,0,0,0,0,0,0
,DHA112111,2012,1,1,NE Ridge,,,,Spain,Miguel Angel Perez,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,0
,DHA112112,2012,1,1,NE Ridge,,,,Nepal,Chhang Dawa Sherpa,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,0
,DHA112301,2012,3,1,NE Ridge,,,,Spain,Carlos Soria,FALSE,FALSE,FALSE,FALSE,6,5,0,0,0,6,0,0,0
,DHA112302,2012,3,1,NE Ridge,,,,USA,Dan Mazur,FALSE,FALSE,FALSE,FALSE,14,13,0,0,0,6,0,0,0
,DHA112303,2012,3,1,NE Ridge,,,,Slovakia,Vladimir Strba,FALSE,FALSE,FALSE,FALSE,6,6,0,0,0,0,0,0,0
,DHA113101,2013,1,1,NE Ridge,,,,France,Armaud Pasquer,FALSE,FALSE,FALSE,FALSE,4,3,0,0,0,0,0,0,0
,DHA113102,2013,1,1,NE Ridge,,,,Italy,"Simone La Terra, Pawel Michalski",FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,DHA113103,2013,1,1,NE Ridge,,,,India,Basanta Kumar Singha Roy,FALSE,FALSE,FALSE,FALSE,3,3,0,0,0,3,0,0,0
,DHA113104,2013,1,1,NE Ridge,,,,Japan,Chizuko Kono,FALSE,FALSE,FALSE,FALSE,1,1,0,1,1,2,0,1,1
,DHA113105,2013,1,1,NE Ridge,,,,Spain,Manuel Gonzalez,FALSE,FALSE,FALSE,FALSE,3,3,0,1,1,1,0,0,0
,DHA113106,2013,1,1,NE Ridge,,,,Germany,Dominik Mueller,FALSE,FALSE,FALSE,FALSE,6,5,0,0,0,3,0,0,0
,DHA113107,2013,1,1,NE Ridge,,,,Poland,Jerzy Natkanski,FALSE,FALSE,FALSE,FALSE,8,7,0,0,0,1,0,0,0
,DHA114101,2014,1,1,NE Ridge,,,,USA,Elias de Andres,FALSE,FALSE,FALSE,FALSE,6,5,0,0,0,0,0,0,0
,DHA114102,2014,1,1,NE Ridge,,,,UK,Adele Pennington,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,2,0,0,0
,DHA114103,2014,1,1,NE Ridge,,,,Iran,Parvaneh Kazemi,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,1,0,0,0
,DHA114104,2014,1,1,NE Ridge,,,,Peru,Victor Hugu Rimac Trejo,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,0
,DHA114105,2014,1,1,NE Ridge,,,,Romania,Alex Gavan,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0
,DHA114106,2014,1,1,NE Ridge,,,,Switzerland,Fiorenzo Dado,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,1,0,0,0
,DHA114107,2014,1,1,NE Ridge,,,,China,Luo Jing,TRUE,FALSE,FALSE,FALSE,2,2,2,0,0,3,3,0,0
,DHA114108,2014,1,1,NE Ridge,,,,S Korea,Lee Chang-Baek,FALSE,FALSE,FALSE,FALSE,5,5,0,0,0,4,0,0,0
,DHA114109,2014,1,1,NE Ridge,,,,Chile,Rodrigo Vivanco,FALSE,FALSE,FALSE,FALSE,4,4,0,0,0,0,0,0,0
,DHA114110,2014,1,1,NE Ridge,,,,Nepal,Nirmal Purja,TRUE,FALSE,FALSE,FALSE,2,2,2,0,0,2,2,0,0
,DHA114111,2014,1,1,NE Ridge,,,,S Korea,Cha Jin-Chol,TRUE,FALSE,FALSE,FALSE,3,2,2,0,0,1,1,0,0
,DHA114301,2014,3,1,NE Ridge,,,,Slovakia,Jan Matlak,FALSE,FALSE,FALSE,FALSE,10,10,0,2,0,6,0,3,0
,DHA115101,2015,1,1,NE Ridge,,,,Japan,Teppei Kamitani,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0
,DHA115103,2015,1,1,NE Ridge,,,,Italy,Marco Confortola,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,1,0,0,0
,DHA115301,2015,3,1,SW Pillar (to 7100m),,,,France,Yannick Graziani,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,DHA116101,2016,1,1,NE Ridge,,,,Nepal,Lakpa Sherpa,FALSE,FALSE,FALSE,FALSE,3,3,0,0,0,1,0,0,0
,DHA116102,2016,1,1,NE Ridge,,,,India,Ashish Mane,TRUE,FALSE,FALSE,FALSE,4,4,1,0,0,4,2,0,0
,DHA116103,2016,1,1,NE Ridge,,,,Israel,Denis Gordin,FALSE,FALSE,FALSE,FALSE,3,3,0,1,1,1,0,0,0
,DHA116104,2016,1,1,NE Ridge,,,,Spain,Juanita Oiarzabal,TRUE,FALSE,FALSE,FALSE,2,2,1,0,0,2,0,0,0
,DHA116105,2016,1,1,NE Ridge,,,,UK,Keith Kerr,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,3,2,0,0
,DHA116106,2016,1,1,NE Ridge,,,,UK,Adrian Mellor,FALSE,FALSE,FALSE,FALSE,12,12,0,0,0,2,0,0,0
,DHA116107,2016,1,1,NE Ridge,,,,USA,"Jordan Halas, Christiaan Wilson",FALSE,FALSE,FALSE,FALSE,2,2,0,1,0,0,0,0,0
,DHA116108,2016,1,1,NE Ridge,,,,Argentina,Mariano Galvan,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,0
,DHA116109,2016,1,1,NE Ridge,,,,S Korea,Lee Chang-Baek,TRUE,FALSE,FALSE,FALSE,6,6,1,0,0,5,2,0,0
,DHA116301,2016,3,1,NE Ridge,,,,UK,Phil Crampton,FALSE,FALSE,FALSE,FALSE,7,7,0,0,0,6,0,0,0
,DHA117101,2017,1,1,NE Ridge,,,,New Zealand,Guy Cotter,TRUE,FALSE,FALSE,FALSE,14,13,10,0,0,11,10,0,0
,DHA117102,2017,1,1,NE Ridge,,,,Nepal,Mingma Gyalje Sherpa,TRUE,FALSE,FALSE,FALSE,4,3,3,0,0,3,2,0,0
,DHA117103,2017,1,1,NE Ridge,,,,India,Arjun Singh Negi,TRUE,FALSE,FALSE,FALSE,25,25,6,0,0,10,5,0,0
,DHA117104,2017,1,1,NE Ridge,,,,India,Ramesh Chandra Tripathi,TRUE,FALSE,FALSE,FALSE,12,12,3,0,0,12,4,1,1
,DHA117105,2017,1,1,NE Ridge,,,,Slovakia,Peter Hamor,TRUE,FALSE,FALSE,FALSE,4,4,2,0,0,0,0,0,0
,DHA117106,2017,1,1,NE Ridge,,,,Spain,Carlos Soria,FALSE,FALSE,FALSE,FALSE,3,3,0,0,0,4,0,0,0
,DHA117107,2017,1,1,NE Ridge,,,,Ecuador,Santiago Quintero,TRUE,FALSE,FALSE,FALSE,7,7,4,0,0,2,1,0,0
