header,expid,year,season,host,route1,route2,route3,route4,nation,leaders,success1,success2,success3,success4,totmembers,abcmembers,smtmembers,mdeaths,mabcdeaths,tothired,smthired,hdeaths,habcdeaths
,KANG93101,1993,1,1,NE Spur-N Ridge/N Face,,,,Ukraine,"Prajapati Bodhane, Vadim Sviridenko",TRUE,FALSE,FALSE,FALSE,20,19,7,0,0,0,0,0,0
,KANG93301,1993,3,1,SW Face,,,,Switzerland,Erhard Loretan,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,KANG94301,1994,3,1,SW Face,,,,S Korea,Yoo Jae-Il,FALSE,FALSE,FALSE,FALSE,12,11,0,0,0,3,0,0,0
,KANG94302,1994,3,1,SW Face,,,,Belarus,Sergei Novikov,TRUE,FALSE,FALSE,FALSE,12,12,1,3,3,0,0,0,0
,KANG95101,1995,1,1,SW Face,,,,Italy,Simone Moro,FALSE,FALSE,FALSE,FALSE,6,5,0,0,0,0,0,0,0
,KANG95301,1995,3,1,SW Face-W Col-NW Ridge,,,,Italy,Sergio Martini,TRUE,FALSE,FALSE,FALSE,5,4,2,0,0,0,0,0,0
,KANG95302,1995,3,1,SW Face,,,,USA,Magda King Nos Loppe,FALSE,FALSE,FALSE,FALSE,4,4,0,0,0,3,0,0,0
,KANG95303,1995,3,1,SW Face-W Col-NW Ridge,,,,Switzerland,Erhard Loretan,TRUE,FALSE,FALSE,FALSE,4,4,2,0,0,1,0,0,0
,KANG95304,1995,3,1,SW Face-W Col-NW Ridge,,,,France,Michel Pelle,FALSE,FALSE,FALSE,FALSE,5,4,0,0,0,2,0,1,0
,KANG95305,1995,3,1,SW Face,,,,France,Benoit Chamoux,FALSE,FALSE,FALSE,FALSE,2,2,0,2,2,5,0,1,1
,KANG95306,1995,3,1,SW Face-W Col-NW Ridge,,,,Japan,Hirofumi Konishi,FALSE,FALSE,FALSE,FALSE,4,4,0,0,0,2,0,0,0
,KANG96101,1996,1,1,N Face (nearly Scott's 1979 rte),,,,Spain,Enrique-Julian De Pablo,TRUE,FALSE,FALSE,FALSE,4,4,3,0,0,0,0,0,0
,KANG97101,1997,1,1,N Face (Scott 1979 rte),,,,Spain,Inaki Ochoa,FALSE,FALSE,FALSE,FALSE,7,7,0,0,0,0,0,0,0
,KANG97102,1997,1,1,N Face,,,,USA,Jonathan Pratt,TRUE,FALSE,FALSE,FALSE,15,14,1,0,0,0,0,0,0
,KANG97103,1997,1,1,N Face,,,,Slovakia,Jaryk Stejskal,FALSE,FALSE,FALSE,FALSE,11,11,0,0,0,1,0,0,0
,KANG97104,1997,1,1,N Ridge-N Face,,,,S Korea,Kang Tae-Sun,FALSE,FALSE,FALSE,FALSE,7,6,0,0,0,5,0,0,0
,KANG98101,1998,1,1,SW Face (to 8300m),,,,Spain,"Jesus Martinez, Jose Antonio Martinez",FALSE,FALSE,FALSE,FALSE,3,3,0,0,0,0,0,0,0
,KANG98102,1998,1,1,NW Ridge,,,,Japan,Taro Tanigawa,TRUE,FALSE,FALSE,FALSE,10,10,5,2,2,0,0,0,0
,KANG98103,1998,1,1,N Face (Japanese 1980 rte),,,,USA,Gary Pfisterer,TRUE,FALSE,FALSE,FALSE,6,6,4,0,0,0,0,0,0
,KANG98104,1998,1,1,SW Face,,,,China,Samdrup,TRUE,FALSE,FALSE,FALSE,10,7,7,0,0,5,0,0,0
,KANG98105,1998,1,1,SW Face,,,,Italy,Fausto De Stefani,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,1,1,0,0
,KANG98106,1998,1,1,SW Face,,,,Italy,Hans Kammerlander,TRUE,FALSE,FALSE,FALSE,5,5,2,0,0,2,0,0,0
,KANG98301,1998,3,1,N Face,,,,UK,Chris Comerie,FALSE,FALSE,FALSE,FALSE,7,7,0,0,0,0,0,0,0
,KANG99101,1999,1,1,SW Face-W Col-NW Ridge,,,,S Korea,Park Young-Seok,TRUE,FALSE,FALSE,FALSE,7,6,1,0,0,5,2,0,0
,KANG99301,1999,3,1,N Face (to 7300m),N Face-N Ridge (to 7700m),,,S Korea,Lim Hyung-Chil,FALSE,FALSE,FALSE,FALSE,15,15,0,2,2,10,0,0,0
