header,expid,year,season,host,route1,route2,route3,route4,nation,leaders,success1,success2,success3,success4,totmembers,abcmembers,smtmembers,mdeaths,mabcdeaths,tothired,smthired,hdeaths,habcdeaths
,EVER00126,2000,1,1,S Col-SE Ridge,,,,New Zealand,David Hiddleston,FALSE,FALSE,FALSE,FALSE,3,3,0,0,0,3,0,0,0
,EVER00127,2000,1,1,S Col-SE Ridge,,,,Canada,Jeff Warden,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,1,0,0,0
,EVER00128,2000,1,2,N Col-NE Ridge,,,,Japan,Tosio Nakamura,TRUE,FALSE,FALSE,FALSE,18,17,4,0,0,7,6,0,0
,EVER00129,2000,1,2,N Col-NE Ridge,,,,Japan,Koichi Ezaki,TRUE,FALSE,FALSE,FALSE,6,4,3,0,0,2,2,0,0
,EVER00130,2000,1,2,N Col-NE Ridge,,,,USA,Gheorghe Dijmarescu,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,2,0,0,0
,EVER00131,2000,1,2,N Col-NE Ridge,,,,Spain,Sebastian Alvaro,FALSE,FALSE,FALSE,FALSE,15,14,0,0,0,4,0,0,0
,EVER00132,2000,1,2,N Col-NE Ridge,,,,Switzerland,Karl Kobler,TRUE,FALSE,FALSE,FALSE,14,13,4,0,0,4,1,0,0
,EVER00133,2000,1,2,N Col-NE Ridge,,,,New Zealand,Russell Brice,FALSE,FALSE,FALSE,FALSE,12,12,0,0,0,6,0,0,0
,EVER00134,2000,1,2,N Col-NE Ridge,,,,Canada,Francois Loubert,FALSE,FALSE,FALSE,FALSE,5,4,0,0,0,0,0,0,0
,EVER00135,2000,1,2,N Col-NE Ridge,,,,Japan,Hiroshi Yashima,TRUE,FALSE,FALSE,FALSE,9,7,7,0,0,7,5,0,0
,EVER00136,2000,1,2,N Col-NE Ridge,,,,Russia,Viatcheslav Skripko,TRUE,FALSE,FALSE,FALSE,11,11,1,0,0,3,0,0,0
,EVER00137,2000,1,2,N Col-NE Ridge,,,,Poland,Jacek Berbeka,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,EVER00138,2000,1,2,N Col-NE Ridge,,,,UK,Ian Anderson,TRUE,FALSE,FALSE,FALSE,12,11,2,0,0,3,1,0,0
,EVER00139,2000,1,2,N Col-NE Ridge,,,,Japan,Yoshio Maruyama,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,5,0,0,0
,EVER00140,2000,1,2,N Col-NE Ridge,,,,UK,David Allason-Pritt,TRUE,FALSE,FALSE,FALSE,16,12,2,0,0,4,0,0,0
,EVER00141,2000,1,2,N Col-NE Ridge,,,,Japan,Ken Noguchi,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,22,0,0,0
,EVER00142,2000,1,2,N Col-NE Ridge,,,,Russia,Ivan Aristov,TRUE,FALSE,FALSE,FALSE,13,12,12,0,0,0,0,0,0
,EVER00143,2000,1,2,N Col-NE Ridge,,,,China,Yan Geng-Hua,TRUE,FALSE,FALSE,FALSE,8,2,1,1,1,4,1,0,0
,EVER00144,2000,1,2,N Col-NE Ridge,,,,China,Nyima Tsering,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0
,EVER00145,2000,1,2,N Col-NE Ridge,,,,China,"Wangyal, Gaya",FALSE,FALSE,FALSE,FALSE,11,11,0,0,0,0,0,0,0
,EVER00146,2000,1,2,N Col-NE Ridge,,,,Georgia,Gia Tortladze,FALSE,FALSE,FALSE,FALSE,2,1,0,0,0,1,0,0,0
,EVER00147,2000,1,2,N Col-NE Ridge,,,,Denmark,Per Bager,FALSE,FALSE,FALSE,FALSE,2,2,0,1,1,0,0,0,0
,EVER00148,2000,1,2,N Col-NERidge,,,,Spain,Miguel Angel Vidal,FALSE,FALSE,FALSE,FALSE,6,5,0,0,0,2,0,0,0
,EVER00149,2000,1,2,N Col-NE Ridge,,,,Netherlands,Hans Van Der Meulen,FALSE,FALSE,FALSE,FALSE,9,9,0,0,0,2,0,0,0
,EVER00150,2000,1,2,N Col-NE Ridge,,,,Austria,Wilfried Studer,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,EVER00151,2000,1,2,N Col-NE Ridge,,,,Austria,Hans Goger,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,1,0,0,0
,EVER00152,2000,1,2,N Col-NE Ridge,,,,Andorra,Nani Duro,FALSE,FALSE,FALSE,FALSE,5,5,0,0,0,2,0,0,0
,EVER00153,2000,1,2,N Col-NE Ridge,,,,Italy,Silvio Mondinelli,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,1,0,0,0
,EVER00154,2000,1,2,N Col-NE Ridge,,,,Spain,Inaki Ochoa,FALSE,FALSE,FALSE,FALSE,7,7,0,0,0,2,0,0,0
,EVER00155,2000,1,2,N Col-NE Ridge,,,,Spain,Guillermo Banales,TRUE,FALSE,FALSE,FALSE,7,7,1,0,0,5,1,0,0
,EVER00156,2000,1,2,N Col-NE Ridge,,,,Germany,Thomas Laemmle,FALSE,FALSE,FALSE,FALSE,7,7,0,0,0,3,0,0,0
,EVER00301,2000,3,1,S Col-SE Ridge,,,,Slovenia,Davo Karnicar,TRUE,FALSE,FALSE,FALSE,8,7,5,0,0,4,2,0,0
,EVER00302,2000,3,1,S Col-SE Ridge,,,,S Korea,Yoon Hong-Keun,TRUE,FALSE,FALSE,FALSE,14,14,3,0,0,8,0,0,0
,EVER00303,2000,3,1,S Col-SE Ridge,,,,S Korea,Kim Young-Moon,TRUE,FALSE,FALSE,FALSE,8,8,2,0,0,8,0,0,0
,EVER00304,2000,3,2,N Col-NE Ridge,,,,S Korea,Chang Byoung-Ho,FALSE,FALSE,FALSE,FALSE,14,14,0,0,0,4,0,0,0
,EVER01101,2001,1,1,S Col-SE Ridge,,,,USA,Brant Didden,TRUE,FALSE,FALSE,FALSE,3,3,2,0,0,4,2,1,1
,EVER01102,2001,1,1,S Col-SE Ridge,,,,Canada,Ben Webster,TRUE,FALSE,FALSE,FALSE,3,3,2,0,0,7,6,0,0
,EVER01103,2001,1,1,S Col-SE Ridge,,,,Canada,Tim Rippel,TRUE,FALSE,FALSE,FALSE,2,2,1,0,0,1,1,0,0
,EVER01104,2001,1,1,S Col-SE Ridge,,,,Argentina,Juan Benegas,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,1,0,0,0
,EVER01105,2001,1,1,S Col-SE Ridge,,,,Canada,Jason Edwards,TRUE,FALSE,FALSE,FALSE,8,8,5,0,0,12,9,0,0
,EVER01106,2001,1,1,S Col-SE Ridge,,,,Chile,Vivianne Cuq Maggi,TRUE,FALSE,FALSE,FALSE,8,7,5,0,0,5,4,0,0
,EVER01107,2001,1,1,S Col-SE Ridge,,,,USA,Greg Wilson,TRUE,FALSE,FALSE,FALSE,5,5,2,0,0,8,2,0,0
,EVER01108,2001,1,1,S Col-SE Ridge,,,,USA,Willie Benegas,TRUE,FALSE,FALSE,FALSE,7,7,3,0,0,6,4,0,0
,EVER01109,2001,1,1,S Col-SE Ridge,,,,USA,Pasquale Scaturro,TRUE,FALSE,FALSE,FALSE,17,13,11,0,0,15,8,0,0
,EVER01110,2001,1,1,S Col-SE Ridge,,,,USA,Mike Trueman,TRUE,FALSE,FALSE,FALSE,5,5,2,0,0,12,2,0,0
,EVER01111,2001,1,1,S Col-SE Ridge,,,,Nepal,Ramesh Man Dongol,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,3,0,0,0
,EVER01112,2001,1,1,S Col-SE Ridge,,,,Austria,Peter Ganner,FALSE,FALSE,FALSE,FALSE,1,1,0,1,1,1,0,0,0
,EVER01113,2001,1,1,S Col-SE Ridge,,,,Germany,Peter Guggemos,FALSE,FALSE,FALSE,FALSE,7,5,0,0,0,4,0,0,0
,EVER01114,2001,1,1,S Col-SE Ridge,,,,Japan,Seizo Imanari,FALSE,FALSE,FALSE,FALSE,5,5,0,0,0,3,0,0,0
,EVER01115,2001,1,1,S Col-SE Ridge,,,,India,Harish Chander Kohli,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,2,0,0,0
,EVER01116,2001,1,1,S Col-SE Ridge,,,,Germany,Goetz Wiegand,TRUE,FALSE,FALSE,FALSE,5,5,1,0,0,2,0,0,0
,EVER01117,2001,1,1,S Col-SE Ridge,,,,Spain,Carlos Soria Fontan,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,1,0,0,0
,EVER01118,2001,1,1,S Col-SE Ridge,,,,Spain,Francisco Goni,TRUE,FALSE,FALSE,FALSE,3,3,3,0,0,3,2,0,0
,EVER01119,2001,1,1,S Col-SE Ridge,,,,Spain,Isidoro Rodriguez,TRUE,FALSE,FALSE,FALSE,9,8,3,0,0,5,0,0,0
,EVER01120,2001,1,1,S Col-SE Ridge,,,,Spain,Edurne Pasaban,TRUE,FALSE,FALSE,FALSE,6,6,4,0,0,4,1,0,0
,EVER01121,2001,1,1,S Col-SE Ridge,,,,India,Krishan Kumar,TRUE,FALSE,FALSE,FALSE,20,12,8,0,0,13,7,0,0
,EVER01122,2001,1,2,N Col-NE Ridge,,,,UK,Terence Stubbs,TRUE,FALSE,FALSE,FALSE,12,9,2,0,0,3,0,0,0
,EVER01123,2001,1,2,N Col-NE Ridge,,,,France,Bertrand Roche,TRUE,FALSE,FALSE,FALSE,7,7,4,0,0,1,0,0,0
,EVER01124,2001,1,2,N Col-NE Ridge,,,,USA,Walter Keller,FALSE,FALSE,FALSE,FALSE,4,4,0,0,0,0,0,0,0
,EVER01126,2001,1,2,N Col-NE Ridge,,,,Australia,Duncan Chessell,TRUE,FALSE,FALSE,FALSE,2,2,1,1,1,1,1,0,0
,EVER01127,2001,1,2,N Col-N Face,,,,USA,Fabrizio Zangrilli,FALSE,FALSE,FALSE,FALSE,5,2,0,0,0,0,0,0,0
,EVER01128,2001,1,2,N Col-NE Ridge,,,,USA,Eric Simonson,FALSE,FALSE,FALSE,FALSE,11,8,0,0,0,19,0,0,0
,EVER01129,2001,1,2,N Col-NE Ridge,,,,USA,Terrence Lafrance,TRUE,FALSE,FALSE,FALSE,2,2,2,0,0,4,4,0,0
,EVER01130,2001,1,2,N Col-NE Ridge,,,,Australia,Zac Zaharias,TRUE,FALSE,FALSE,FALSE,14,14,1,0,0,4,2,0,0
,EVER01131,2001,1,2,N Col-NE Ridge,,,,New Zealand,Russell Brice,TRUE,FALSE,FALSE,FALSE,25,13,10,0,0,8,5,0,0
,EVER01132,2001,1,2,N Col-NE Ridge,,,,Austria,Wilfried Studer,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,EVER01133,2001,1,2,N Col-NE Ridge,,,,Spain,Sergei Mingote Moreno (on David Rosa's permit),TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,1,1,0,0
,EVER01134,2001,1,2,N Col-NE Ridge,,,,UK,Ted Atkins,TRUE,FALSE,FALSE,FALSE,13,13,2,0,0,3,0,0,0
,EVER01135,2001,1,2,N Col-NE Ridge,,,,France,Bernard Muller,TRUE,FALSE,FALSE,FALSE,11,9,5,0,0,12,7,0,0
,EVER01136,2001,1,2,N Col-NE Ridge,,,,Spain,Juanito Oiarzabal,TRUE,FALSE,FALSE,FALSE,15,14,2,0,0,4,1,0,0
,EVER01137,2001,1,2,N Col-NE Ridge,,,,Spain,David Rosa,TRUE,FALSE,FALSE,FALSE,3,3,1,0,0,2,1,0,0
,EVER01138,2001,1,2,N Col-NE Ridge,,,,UK,Ian Roberts,FALSE,FALSE,FALSE,FALSE,5,4,0,0,0,1,0,0,0
,EVER01139,2001,1,2,N Col-NE Ridge,,,,Brazil,Paulo Coelho,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,EVER01140,2001,1,2,N Col-NE Ridge,,,,Japan,Itsuo Ota,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,2,0,0,0
,EVER01141,2001,1,2,N Col-NE Ridge,,,,Nepal,Temba Tsheri Sherpa,TRUE,FALSE,FALSE,FALSE,3,2,1,0,0,0,0,0,0
,EVER01142,2001,1,2,N Col-NE Ridge,,,,Georgia,Gia Tortladze,TRUE,FALSE,FALSE,FALSE,2,1,1,0,0,1,1,0,0
,EVER01143,2001,1,2,N Col-NE Ridge,,,,USA,"Gheorghe Dijmarescu, Lakpa Sherpa",TRUE,FALSE,FALSE,FALSE,2,2,2,0,0,0,0,0,0
,EVER01144,2001,1,2,N Col-NE Ridge,,,,Singapore,David Lim,FALSE,FALSE,FALSE,FALSE,5,4,0,0,0,2,0,0,0
,EVER01145,2001,1,2,N Col-NE Ridge,,,,Venezuela,Jose Delgado,TRUE,FALSE,FALSE,FALSE,6,5,2,0,0,3,2,0,0
,EVER01146,2001,1,2,N Col-NE Ridge,,,,Japan,Ken Noguchi,FALSE,FALSE,FALSE,FALSE,5,3,0,0,0,30,0,0,0
,EVER01147,2001,1,2,N Col-NE Ridge,,,,Colombia,Juan Pablo Ruiz,TRUE,FALSE,FALSE,FALSE,10,9,4,0,0,2,0,0,0
,EVER01148,2001,1,2,N Col-NE Ridge,,,,Russia,Dmitri Bochkov,TRUE,FALSE,FALSE,FALSE,13,12,8,1,1,0,0,0,0
,EVER01149,2001,1,2,Left slope of E Ridge (to 6800m),E Ridge (to 6900m),,,India,Santosh Yadav,FALSE,FALSE,FALSE,FALSE,12,11,0,0,0,5,0,0,0
,EVER01150,2001,1,2,N Col-NE Ridge,,,,Austria,Stefan Gatt,TRUE,FALSE,FALSE,FALSE,14,11,6,0,0,7,1,0,0
,EVER01151,2001,1,2,N Col-NE Ridge,,,,Australia,Theodore Kossart,FALSE,FALSE,FALSE,FALSE,4,4,0,0,0,1,0,0,0
,EVER01301,2001,3,2,N Col-NE Ridge,,,,USA,"Jim Wickwire, Ed Hommer",FALSE,FALSE,FALSE,FALSE,7,6,0,0,0,2,0,0,0
,EVER01302,2001,3,2,E Face,,,,Hungary,David Klein,FALSE,FALSE,FALSE,FALSE,8,5,0,0,0,0,0,0,0
,EVER01303,2001,3,2,N Col-NE Ridge,,,,Hungary,Laszlo Mecs,FALSE,FALSE,FALSE,FALSE,13,9,0,1,1,0,0,0,0
,EVER02101,2002,1,2,N Col-N Face,,,,Japan,Tomiyasu Ishikawa,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,3,2,0,0
,EVER02102,2002,1,2,N Col-N Face,,,,Japan,Sohei Higuchi,TRUE,FALSE,FALSE,FALSE,10,10,1,0,0,9,1,0,0
,EVER02103,2002,1,2,N Col-N Face,,,,Russia,"Viachoslav Skripko, Borislav Dimitrov",FALSE,FALSE,FALSE,FALSE,7,7,0,1,1,2,0,0,0
,EVER02104,2002,1,2,N Col-N Face,,,,Japan,Shinji Sato,TRUE,FALSE,FALSE,FALSE,10,7,3,0,0,4,4,0,0
,EVER02105,2002,1,2,N Col-NE Ridge,,,,Brazil,Paulo Coelho,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,1,0,0,0
,EVER02106,2002,1,2,N Col-NE Ridge,,,,Czech Republic,Miroslav Caban,TRUE,FALSE,FALSE,FALSE,2,2,1,0,0,3,0,0,0
,EVER02107,2002,1,2,N Col-NE Ridge,,,,Russia,Gennady Kirievsky,TRUE,FALSE,FALSE,FALSE,6,6,6,0,0,0,0,0,0
,EVER02108,2002,1,2,N Col-NE Ridge,,,,S Korea,Kim Bo-Youl,TRUE,FALSE,FALSE,FALSE,7,7,2,0,0,6,2,0,0
,EVER02109,2002,1,2,N Col-NE Ridge,,,,USA,Tim Gregg,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,EVER02110,2002,1,2,N Col-N Face,,,,Italy,Simone Moro,TRUE,FALSE,FALSE,FALSE,2,2,2,0,0,1,1,0,0
,EVER02111,2002,1,2,N Col-N Face,,,,Netherlands,Hans Van der Meulen,TRUE,FALSE,FALSE,FALSE,2,2,1,0,0,0,0,0,0
,EVER02112,2002,1,2,N Col-N Face,,,,France,Robert Larrandaburu,TRUE,FALSE,FALSE,FALSE,5,5,2,0,0,2,1,0,0
,EVER02113,2002,1,2,N Col-NE Ridge,,,,Spain,Jorge Egocheaga,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,1,1,0,0
,EVER02114,2002,1,2,N Col-NE Ridge,,,,Germany,Hartmut Bielefeldt,TRUE,FALSE,FALSE,FALSE,2,2,2,0,0,1,0,0,0
,EVER02115,2002,1,2,N Col-N Face,,,,New Zealand,Russell Brice,TRUE,FALSE,FALSE,FALSE,7,7,2,0,0,4,1,0,0
,EVER02116,2002,1,2,N Col-N Face,,,,Switzerland,Karl Kobler,TRUE,FALSE,FALSE,FALSE,16,15,6,0,0,11,5,0,0
,EVER02117,2002,1,2,N Col-NE Ridge,,,,Switzerland,Daniel Perler,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,1,1,0,0
,EVER02118,2002,1,2,N Col-N Face,,,,Italy,Marco Chiantore,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,2,0,0,0
,EVER02119,2002,1,2,N Col-N Face,,,,UK,David Pritt,TRUE,FALSE,FALSE,FALSE,11,10,3,0,0,4,0,0,0
,EVER02120,2002,1,2,N Col-NE Ridge,,,,Austria,Wilfried Studer,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,0,0,0,0
,EVER02121,2002,1,2,N Col-NE Ridge,,,,Switzerland,Michael Borrmann,FALSE,FALSE,FALSE,FALSE,6,5,0,0,0,0,0,0,0
,EVER02122,2002,1,2,N Col-NE Ridge,,,,UK,Gavin Bate,FALSE,FALSE,FALSE,FALSE,2,2,0,0,0,3,0,0,0
,EVER02123,2002,1,2,N Col-N Face,,,,Switzerland,Mathias Baumann,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,2,0,0,0
,EVER02124,2002,1,2,N Col-N Face,,,,Mexico,Alejandro Villarreal,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,1,1,0,0
,EVER02125,2002,1,2,N Col-NE Ridge,,,,Mexico,Jorge Hermosillo,TRUE,FALSE,FALSE,FALSE,7,6,4,0,0,0,0,0,0
,EVER02126,2002,1,2,N Col-NE Ridge,,,,Mexico,Mauricio Lopez,TRUE,FALSE,FALSE,FALSE,2,2,1,0,0,2,1,0,0
,EVER02127,2002,1,2,N Col-NE Ridge,,,,USA,Adrian Nature,FALSE,FALSE,FALSE,FALSE,3,3,0,0,0,1,0,0,0
,EVER02128,2002,1,2,N Col-N Face,,,,USA,Gheorghe Dijmarescu,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,0
,EVER02129,2002,1,1,S Col-SE Ridge,,,,USA,Eric Simonson,TRUE,FALSE,FALSE,FALSE,8,8,4,0,0,17,4,0,0
,EVER02130,2002,1,1,S Col-SE Ridge,,,,USA,Bill Crouse,TRUE,FALSE,FALSE,FALSE,9,9,4,0,0,8,3,0,0
,EVER02131,2002,1,1,S Col-SE Ridge,,,,France,Martine Larroque,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,1,0,0,0
,EVER02132,2002,1,1,S Col-SE Ridge,,,,Armenia,Igor Khalatian,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,2,2,0,0
,EVER02133,2002,1,1,S Col-SE Ridge,,,,Italy,Alberto Magliano,TRUE,FALSE,FALSE,FALSE,2,2,1,0,0,2,1,0,0
,EVER02134,2002,1,1,S Col-SE Ridge,,,,Japan,Noriyuki Muraguchi,TRUE,FALSE,FALSE,FALSE,2,2,2,0,0,3,3,0,0
,EVER02135,2002,1,1,S Col-SE Ridge,,,,Nepal,Pemba Doma Thaktopa Sherpa,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,1,1,0,0
,EVER02136,2002,1,1,S Col-SE Ridge,,,,USA,"Charlie Fowler, Hector Ponce de Leon",TRUE,FALSE,FALSE,FALSE,10,7,3,0,0,4,2,0,0
,EVER02137,2002,1,1,S Col-SE Ridge,,,,S Korea,Um Hong-Gil,TRUE,FALSE,FALSE,FALSE,9,7,4,0,0,6,0,0,0
,EVER02138,2002,1,1,S Col-SE Ridge,,,,Switzerland,Stephane Schaffter,TRUE,FALSE,FALSE,FALSE,6,6,5,0,0,6,3,0,0
,EVER02139,2002,1,1,S Col-SE Ridge,,,,UK,Henry Todd,TRUE,FALSE,FALSE,FALSE,10,9,4,1,1,7,4,0,0
,EVER02140,2002,1,1,S Col-SE Ridge,,,,USA,William Prittie,TRUE,FALSE,FALSE,FALSE,13,10,9,0,0,19,8,0,0
,EVER02141,2002,1,1,S Col-SE Ridge,W Ridge (to 7930m),,,USA,Peter Athans,TRUE,FALSE,FALSE,FALSE,7,7,3,0,0,10,5,0,0
,EVER02142,2002,1,1,S Col-SE Ridge,,,,USA,David Hahn,TRUE,FALSE,FALSE,FALSE,11,11,1,0,0,17,1,0,0
,EVER02143,2002,1,1,S Col-SE Ridge,,,,USA,Sean Swarner,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,4,2,0,0
,EVER02144,2002,1,1,S Col-SE Ridge,,,,USA,Willie Benegas,TRUE,FALSE,FALSE,FALSE,8,7,4,0,0,5,5,0,0
,EVER02145,2002,1,2,N Col-NE Ridge,,,,China,Wang Tian-Han,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,1,0,0,0
,EVER02301,2002,3,2,"N Col up, Hornbein Couloir down",,,,France,Marco Siffredi,TRUE,FALSE,FALSE,FALSE,2,2,1,1,1,3,3,0,0
,EVER02302,2002,3,1,S Col-SE Ridge,,,,Brazil,Waldemar Niclevicz,FALSE,FALSE,FALSE,FALSE,5,4,0,0,0,4,0,0,0
,EVER02303,2002,3,2,N Col-NE Ridge,,,,Canada,Owen Davies,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,1,0,0,0
,EVER02304,2002,3,1,S Col-SE Ridge,,,,Japan,Eiichi Usami,FALSE,FALSE,FALSE,FALSE,3,3,0,0,0,3,0,0,0
,EVER02305,2002,3,1,S Col-SE Ridge,,,,S Korea,Lee Se-Jung,FALSE,FALSE,FALSE,FALSE,6,6,0,0,0,4,0,0,0
,EVER03101,2003,1,1,S Col-SE Ridge,,,,Japan,Yuichiro Miura,TRUE,FALSE,FALSE,FALSE,5,5,3,0,0,11,6,0,0
,EVER03102,2003,1,2,N Col-N Face,,,,Japan,Tateo Yamashita,FALSE,FALSE,FALSE,FALSE,4,4,0,0,0,4,0,0,0
,EVER03103,2003,1,1,S Col-SE Ridge,,,,Nepal,Ang Chhiring Sherpa,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,1,0,0,0
,EVER03104,2003,1,1,S Col-SE Ridge,,,,India,Ashok Abbey (Indian team),TRUE,FALSE,FALSE,FALSE,23,22,9,0,0,16,7,0,0
,EVER03105,2003,1,1,S Col-SE Ridge,,,,Nepal,Surya Sen Thakuri (Nepalese team),TRUE,FALSE,FALSE,FALSE,19,19,10,1,1,10,5,0,0
,EVER03106,2003,1,1,W Ridge,,,,Japan,Kiyoshi Ishii,FALSE,FALSE,FALSE,FALSE,5,5,0,0,0,10,0,0,0
